  70 cd02538
  70 cd02153
  70 cd02000
  70 cd01907
  70 cd01465
  70 cd01425
  70 cd01277
  70 cd00609
  70 cd00523
  70 cd00401
  70 cd00400
  70 cd00353
  70 cd00060
  70 cd00009
  70 COG5427
  70 COG4262
  70 COG4172
  70 COG3676
  70 COG3669
  70 COG3367
  70 COG3355
  70 COG3161
  70 COG2855
  70 COG2410
  70 COG2147
  70 COG1896
  70 COG1804
  70 COG1717
  70 COG1531
  70 COG1499
  70 COG1355
  70 COG1107
  70 COG0856
  70 COG0736
  70 COG0603
  70 COG0573
  70 COG0546
  70 COG0498
  70 COG0421
  70 COG0377
  70 COG0256
  70 COG0237
  70 COG0199
  70 COG0188
  70 COG0112
  70 COG0096
  70 COG0065
  70 COG0064
  69 cd09078
  69 cd04662
  69 cd03804
  69 cd03586
  69 cd01194
  69 COG1597
  68 pfam13388
  68 cd04740
  68 COG0530
  67 pfam01951
  67 pfam01695
  67 cd09073
  67 cd02166
  67 COG1233
  66 pfam13173
  66 pfam02700
  66 cd01041
  66 cd00729
  66 COG0556
  66 COG0136
  65 cd02811
  65 COG2267
  64 pfam13306
  64 pfam09872
  63 pfam10050
  63 pfam00768
  63 cd03764
  63 COG2361
  63 COG1849
  62 pfam07995
  62 pfam02596
  62 pfam01037
  62 cd02682
  62 cd01741
  62 COG2020
  61 pfam03703
  61 cd00134
  61 COG1511
  61 COG0441
  61 COG0053
  60 pfam13231
  60 pfam07849
  60 pfam04015
  60 pfam03320
  60 cd05284
  60 cd01916
  60 cd01018
  60 cd01017
  60 cd00564
  60 cd00046
  60 COG4827
  60 COG3290
  60 COG2811
  60 COG2519
  60 COG2151
  60 COG1880
  60 COG1715
  60 COG1432
  60 COG1430
  60 COG1071
  60 COG1011
  60 COG0765
  60 COG0552
  60 COG0339
  60 COG0320
  60 COG0129
  59 cd13128
  59 COG4231
  59 COG3576
  58 pfam13495
  58 pfam00497
  58 COG5483
  56 pfam14104
  56 pfam13347
  56 pfam09848
  56 pfam03079
  56 pfam02223
  56 pfam01297
  56 cd01147
  56 cd00819
  56 COG2270
  56 COG2181
  56 COG2148
  56 COG1910
  56 COG1795
  56 COG1036
  56 COG0679
  56 COG0540
  56 COG0210
  56 COG0170
  55 pfam13592
  55 pfam07888
  55 pfam07366
  55 pfam05977
  55 pfam04008
  55 pfam02445
  55 COG5588
  55 COG4564
  55 COG3654
  55 COG1245
  55 COG1204
  55 COG0100
  55 COG0046
  54 pfam10602
  54 COG0785
  53 cd07487
  53 cd03265
  52 pfam13641
  52 pfam13586
  52 pfam08780
  52 pfam01345
  52 cd04726
  52 COG2253
  52 COG1961
  52 COG1606
  52 COG1205
  52 COG1184
  52 COG0235
  51 cd01993
  51 COG1497
  51 COG1478
  50 pfam04961
  50 pfam02634
  50 cd12173
  50 cd08600
  50 cd01974
  50 cd00412
  50 COG3934
  50 COG2768
  50 COG2520
  50 COG1300
  50 COG1149
  50 COG0696
  50 COG0350
  50 COG0348
  49 pfam14257
  49 cd07377
  49 cd05795
  49 cd03798
  49 cd00403
  49 COG3263
  49 COG0470
  49 COG0018
  48 pfam14393
  48 pfam13340
  48 pfam12846
  48 pfam08394
  48 pfam01155
  48 pfam01032
  48 pfam00777
  48 cd04194
  48 COG1117
  48 COG0615
  48 COG0588
  48 COG0578
  47 pfam03925
  47 pfam01955
  47 cd08962
  47 cd05934
  47 COG2314
  47 COG2016
  47 COG0491
  47 COG0175
  46 cd06558
  46 COG1793
  46 COG1493
  46 COG1096
  46 COG0709
  46 COG0068
  45 pfam09824
  45 pfam03911
  45 cd06927
  45 COG2412
  45 COG2263
  45 COG0381
  44 pfam13528
  44 pfam09887
  44 pfam02616
  44 cd04859
  44 COG3609
  44 COG2524
  44 COG2327
  44 COG1414
  44 COG1202
  44 COG1088
  43 pfam08241
  43 pfam04228
  43 pfam00515
  42 cd00789
  42 COG4273
  42 COG3354
  42 COG2874
  42 COG1787
  42 COG0501
  41 pfam05887
  41 cd13921
  41 COG1454
  40 pfam15515
  40 pfam13184
  40 pfam10571
  40 pfam10009
  40 pfam08532
  40 pfam06397
  40 pfam06348
  40 pfam05133
  40 pfam04039
  40 pfam03882
  40 pfam03724
  40 pfam02673
  40 pfam02562
  40 pfam02511
  40 pfam02449
  40 pfam01944
  40 pfam01558
  40 pfam01496
  40 pfam00375
  40 cd08298
  40 cd06251
  40 cd05359
  40 cd04703
  40 cd04299
  40 cd03230
  40 cd03171
  40 cd03169
  40 cd02908
  40 cd01164
  40 cd01156
  40 cd00757
  40 cd00584
  40 cd00221
  40 COG4083
  40 COG4020
  40 COG3427
  40 COG3119
  40 COG2808
  40 COG2605
  40 COG2250
  40 COG2149
  40 COG2124
  40 COG2111
  40 COG1945
  40 COG1709
  40 COG1611
  40 COG1301
  40 COG1163
  40 COG1121
  40 COG1006
  40 COG0688
  40 COG0662
  40 COG0551
  40 COG0550
  40 COG0321
  40 COG0281
  40 COG0174
  40 COG0126
  40 COG0125
  40 COG0059
  39 cd06450
  39 cd04886
  39 cd03809
  39 cd02800
  39 cd01360
  39 cd00907
  39 COG5592
  39 COG2242
  39 COG1484
  39 COG1240
  38 pfam09082
  38 pfam01456
  38 pfam00296
  38 COG4756
  38 COG1750
  38 COG0788
  37 cd03426
  37 cd01562
  37 COG2433
  37 COG1236
  36 pfam13549
  36 pfam10826
  36 pfam04851
  36 pfam04250
  36 cd00540
  36 COG3482
  36 COG3378
  36 COG3294
  36 COG2222
  36 COG2219
  36 COG2108
  36 COG2047
  36 COG1944
  36 COG1058
  36 COG0731
  36 COG0672
  36 COG0478
  35 pfam13719
  35 pfam13462
  35 pfam12718
  35 pfam10120
  35 pfam10069
  35 pfam09588
  35 pfam09516
  35 pfam07489
  35 pfam06677
  35 pfam06087
  35 pfam05922
  35 pfam04474
  35 pfam03692
  35 pfam03685
  35 pfam01995
  35 pfam01934
  35 pfam00226
  35 pfam00174
  35 pfam00072
  35 cd09085
  35 cd08213
  35 cd06856
  35 cd06460
  35 cd06437
  35 cd06215
  35 cd04586
  35 cd04458
  35 cd03680
  35 cd03420
  35 cd03327
  35 cd03024
  35 cd02966
  35 cd02808
  35 cd01411
  35 cd01027
  35 cd00981
  35 cd00771
  35 cd00408
  35 cd00405
  35 cd00292
  35 COG5496
  35 COG5473
  35 COG5378
  35 COG4928
  35 COG4919
  35 COG4191
  35 COG3830
  35 COG3642
  35 COG3243
  35 COG3177
  35 COG2835
  35 COG2511
  35 COG2445
  35 COG2414
  35 COG2345
  35 COG2084
  35 COG2034
  35 COG1970
  35 COG1838
  35 COG1693
  35 COG1679
  35 COG1549
  35 COG1530
  35 COG1280
  35 COG1238
  35 COG1146
  35 COG1124
  35 COG1051
  35 COG0719
  35 COG0635
  35 COG0613
  35 COG0533
  35 COG0523
  35 COG0519
  35 COG0484
  35 COG0406
  35 COG0300
  35 COG0074
  35 COG0069
  34 pfam12686
  34 COG2191
  34 COG1985
  33 pfam01420
  33 cd11382
  33 cd01558
  33 cd00152
  33 COG3547
  33 COG1781
  33 COG0798
  32 pfam03030
  32 pfam01139
  32 cd08826
  32 cd07396
  32 cd05917
  32 cd03443
  32 cd02690
  32 cd02150
  32 cd01859
  32 cd01748
  32 cd01166
  32 cd00093
  32 cd00079
  32 COG3345
  32 COG1973
  32 COG1491
  32 COG1030
  32 COG0599
  32 COG0558
  32 COG0030
  31 pfam07690
  31 pfam04075
  31 pfam00821
  31 cd07030
  31 cd01115
  31 COG1144
  30 pfam10670
  30 pfam08843
  30 pfam03883
  30 pfam03848
  30 pfam02633
  30 pfam02374
  30 pfam01907
  30 cd12085
  30 cd11645
  30 cd03376
  30 cd02503
  30 cd01731
  30 COG4739
  30 COG4048
  30 COG3548
  30 COG3328
  30 COG2880
  30 COG1930
  30 COG1079
  30 COG0475
  29 pfam12762
  29 pfam08497
  29 pfam04233
  29 pfam04055
  29 pfam03721
  29 cd09349
  29 cd09281
  29 cd08862
  29 cd05230
  29 COG5403
  29 COG2723
  29 COG1675
  29 COG0651
  28 pfam13020
  28 pfam11842
  28 pfam04087
  28 cd01286
  28 cd01123
  28 COG3839
  28 COG3291
  28 COG0393
  28 COG0389
  27 pfam14704
  27 pfam14686
  27 pfam12802
  27 pfam04011
  27 pfam03891
  27 pfam03237
  27 pfam00932
  27 cd10150
  27 cd02151
  27 cd01427
  27 COG2516
  27 COG1429
  27 COG1343
  27 COG0312
  26 pfam01363
  26 cd03279
  26 COG4907
  26 COG2046
  26 COG1835
  26 COG1041
  26 COG0569
  25 pfam08665
  25 pfam02080
  25 cd02062
  25 COG4930
  25 COG1759
  25 COG1743
  24 pfam13596
  24 pfam11271
  24 pfam10473
  24 pfam09852
  24 pfam08325
  24 pfam06005
  24 pfam05717
  24 pfam04134
  24 pfam03214
  24 pfam01339
  24 pfam00908
  24 cd11537
  24 cd10950
  24 cd10441
  24 cd09178
  24 cd05254
  24 cd05247
  24 cd04279
  24 cd01415
  24 cd01158
  24 cd01141
  24 COG4300
  24 COG2336
  24 COG2156
  24 COG2089
  24 COG1938
  24 COG1352
  24 COG0732
  24 COG0622
  24 COG0597
  24 COG0562
  23 pfam06271
  23 pfam04434
  23 COG1243
  22 pfam03266
  22 pfam01947
  22 cd03313
  21 pfam07790
  21 COG2202
  21 COG2118
  21 COG1415
  21 COG0284
  21 COG0146
  20 pfam14347
  20 pfam13840
  20 pfam13766
  20 pfam13274
  20 pfam13185
  20 pfam12826
  20 pfam12307
  20 pfam11964
  20 pfam11755
  20 pfam11731
  20 pfam11387
  20 pfam10343
  20 pfam08840
  20 pfam07185
  20 pfam06157
  20 pfam05800
  20 pfam05203
  20 pfam04775
  20 pfam04747
  20 pfam04326
  20 pfam04013
  20 pfam03352
  20 pfam02830
  20 pfam01391
  20 pfam00827
  20 pfam00398
  20 pfam00239
  20 pfam00176
  20 cd13127
  20 cd10795
  20 cd10001
  20 cd08072
  20 cd07890
  20 cd07786
  20 cd07564
  20 cd07398
  20 cd07123
  20 cd07035
  20 cd05783
  20 cd05530
  20 cd05402
  20 cd03424
  20 cd03401
  20 cd03386
  20 cd03371
  20 cd02557
  20 cd02202
  20 cd02170
  20 cd01942
  20 cd01143
  20 cd00851
  20 cd00714
  20 cd00593
  20 cd00586
  20 cd00553
  20 cd00377
  20 cd00342
  20 COG5424
  20 COG4906
  20 COG4122
  20 COG4021
  20 COG3593
  20 COG3543
  20 COG2337
  20 COG2232
  20 COG1738
  20 COG1658
  20 COG1361
  20 COG1283
  20 COG1260
  20 COG1143
  20 COG1082
  20 COG0591
  20 COG0497
  20 COG0277
  20 COG0251
  20 COG0189
  20 COG0116
  20 COG0008
  19 cd08156
  19 cd02196
  19 COG2051
  19 COG1912
  19 COG1631
  19 COG1120
  19 COG1072
  18 pfam14609
  18 pfam13843
  18 pfam13610
  18 pfam13482
  18 pfam13239
  18 pfam12760
  18 pfam06953
  18 pfam02570
  18 pfam02010
  18 pfam01061
  18 cd10336
  18 cd08490
  18 COG2117
  18 COG0593
  18 COG0249
  17 pfam13783
  17 pfam00891
  17 cd07497
  17 cd03357
  17 cd00761
  17 COG3467
  17 COG2203
  17 COG1601
  17 COG0574
  17 COG0138
  16 pfam13337
  16 pfam10621
  16 pfam01396
  16 cd06559
  16 cd05970
  16 cd05656
  16 cd04876
  16 cd03823
  16 cd02520
  16 COG4746
  16 COG4342
  16 COG3945
  16 COG3350
  16 COG2006
  16 COG1741
  16 COG1099
  16 COG1060
  16 COG0415
  16 COG0316
  15 pfam13718
  15 pfam13686
  15 pfam13636
  15 pfam13338
  15 pfam11494
  15 pfam09976
  15 pfam09922
  15 pfam09622
  15 pfam09341
  15 pfam08786
  15 pfam07859
  15 pfam02867
  15 pfam02654
  15 pfam02646
  15 pfam02621
  15 pfam01941
  15 pfam01880
  15 pfam01866
  15 pfam01862
  15 pfam01817
  15 pfam01329
  15 pfam01268
  15 pfam00329
  15 cd10941
  15 cd09874
  15 cd09603
  15 cd07581
  15 cd07484
  15 cd07361
  15 cd07180
  15 cd06454
  15 cd06139
  15 cd04902
  15 cd04732
  15 cd03263
  15 cd03017
  15 cd01834
  15 cd01169
  15 cd00158
  15 cd00056
  15 COG5617
  15 COG4221
  15 COG3451
  15 COG3440
  15 COG3261
  15 COG3260
  15 COG3075
  15 COG2865
  15 COG2510
  15 COG2401
  15 COG2373
  15 COG2343
  15 COG2266
  15 COG2223
  15 COG2107
  15 COG2036
  15 COG1992
  15 COG1940
  15 COG1899
  15 COG1846
  15 COG1633
  15 COG1537
  15 COG1419
  15 COG1372
  15 COG1294
  15 COG1271
  15 COG1244
  15 COG0746
  15 COG0650
  15 COG0602
  15 COG0502
  15 COG0461
  15 COG0287
  15 COG0229
  15 COG0161
  15 COG0132
  14 pfam00271
  14 cd13149
  14 cd09176
  14 cd07263
  14 cd00464
  14 COG4106
  14 COG4004
  14 COG1382
  14 COG0077
  13 pfam13576
  13 pfam09858
  13 pfam08004
  13 pfam07021
  13 cd09730
  13 cd00515
  13 COG4882
  13 COG3339
  13 COG2220
  13 COG2189
  13 COG1166
  12 pfam14809
  12 pfam14335
  12 pfam08819
  12 pfam02810
  12 pfam02381
  12 pfam01381
  12 cd11009
  12 cd08211
  12 cd01927
  12 cd01657
  12 cd01190
  12 cd00841
  12 cd00801
  12 cd00298
  12 COG5598
  12 COG3587
  12 COG2867
  12 COG2136
  12 COG1873
  12 COG1370
  12 COG1253
  12 COG0343
  12 COG0155
  11 pfam01650
  11 COG3666
  11 COG0725
  10 pfam12770
  10 pfam12724
  10 pfam06314
  10 pfam01841
  10 pfam00741
  10 pfam00261
  10 cd12953
  10 cd09655
  10 cd08520
  10 cd04725
  10 cd02026
  10 cd01918
  10 COG4656
  10 COG4149
  10 COG2404
  10 COG2230
  10 COG1813
  10 COG1433
  10 COG0490
